"","project_id","model_id","datetime","reference_datetime","duration","site_id","depth_m","family","parameter","variable","prediction"
"18","vera4cast","co2_insitu_lm_Dom",2026-05-01,2026-04-13,"P1D","fcre",0.1,"ensemble","1","CO2_umolL_sample",76.9355715871897
"19","vera4cast","co2_insitu_lm_Dom",2026-05-02,2026-04-13,"P1D","fcre",0.1,"ensemble","1","CO2_umolL_sample",84.5443801600734
"20","vera4cast","co2_insitu_lm_Dom",2026-05-03,2026-04-13,"P1D","fcre",0.1,"ensemble","1","CO2_umolL_sample",87.0832223920999
"21","vera4cast","co2_insitu_lm_Dom",2026-05-04,2026-04-13,"P1D","fcre",0.1,"ensemble","1","CO2_umolL_sample",72.9688006035421
"22","vera4cast","co2_insitu_lm_Dom",2026-05-05,2026-04-13,"P1D","fcre",0.1,"ensemble","1","CO2_umolL_sample",68.4724360080801
"23","vera4cast","co2_insitu_lm_Dom",2026-05-06,2026-04-13,"P1D","fcre",0.1,"ensemble","1","CO2_umolL_sample",78.5744321062191
"24","vera4cast","co2_insitu_lm_Dom",2026-05-07,2026-04-13,"P1D","fcre",0.1,"ensemble","1","CO2_umolL_sample",77.339564549455
"25","vera4cast","co2_insitu_lm_Dom",2026-05-08,2026-04-13,"P1D","fcre",0.1,"ensemble","1","CO2_umolL_sample",74.5297518109449
"26","vera4cast","co2_insitu_lm_Dom",2026-05-09,2026-04-13,"P1D","fcre",0.1,"ensemble","1","CO2_umolL_sample",83.2538601635047
"27","vera4cast","co2_insitu_lm_Dom",2026-05-10,2026-04-13,"P1D","fcre",0.1,"ensemble","1","CO2_umolL_sample",85.7668853887043
"28","vera4cast","co2_insitu_lm_Dom",2026-05-11,2026-04-13,"P1D","fcre",0.1,"ensemble","1","CO2_umolL_sample",84.5323797333009
"29","vera4cast","co2_insitu_lm_Dom",2026-05-12,2026-04-13,"P1D","fcre",0.1,"ensemble","1","CO2_umolL_sample",78.6269798337164
"30","vera4cast","co2_insitu_lm_Dom",2026-05-13,2026-04-13,"P1D","fcre",0.1,"ensemble","1","CO2_umolL_sample",73.5113919483424
"31","vera4cast","co2_insitu_lm_Dom",2026-05-14,2026-04-13,"P1D","fcre",0.1,"ensemble","1","CO2_umolL_sample",71.0908951371454
"32","vera4cast","co2_insitu_lm_Dom",2026-05-15,2026-04-13,"P1D","fcre",0.1,"ensemble","1","CO2_umolL_sample",64.3597236014882
"33","vera4cast","co2_insitu_lm_Dom",2026-05-16,2026-04-13,"P1D","fcre",0.1,"ensemble","1","CO2_umolL_sample",57.7746533344172
"34","vera4cast","co2_insitu_lm_Dom",2026-05-17,2026-04-13,"P1D","fcre",0.1,"ensemble","1","CO2_umolL_sample",57.0234620840016
"35","vera4cast","co2_insitu_lm_Dom",2026-04-14,2026-04-13,"P1D","fcre",0.1,"ensemble","2","CO2_umolL_sample",23.7328223131387
"36","vera4cast","co2_insitu_lm_Dom",2026-04-15,2026-04-13,"P1D","fcre",0.1,"ensemble","2","CO2_umolL_sample",14.903751857068
"37","vera4cast","co2_insitu_lm_Dom",2026-04-16,2026-04-13,"P1D","fcre",0.1,"ensemble","2","CO2_umolL_sample",11.1210884060704
"38","vera4cast","co2_insitu_lm_Dom",2026-04-17,2026-04-13,"P1D","fcre",0.1,"ensemble","2","CO2_umolL_sample",11.7184736771409
"39","vera4cast","co2_insitu_lm_Dom",2026-04-18,2026-04-13,"P1D","fcre",0.1,"ensemble","2","CO2_umolL_sample",13.5682867423712
"40","vera4cast","co2_insitu_lm_Dom",2026-04-19,2026-04-13,"P1D","fcre",0.1,"ensemble","2","CO2_umolL_sample",25.2377431941362
"41","vera4cast","co2_insitu_lm_Dom",2026-04-20,2026-04-13,"P1D","fcre",0.1,"ensemble","2","CO2_umolL_sample",37.0324381714768
"42","vera4cast","co2_insitu_lm_Dom",2026-04-21,2026-04-13,"P1D","fcre",0.1,"ensemble","2","CO2_umolL_sample",36.6301287363718
"43","vera4cast","co2_insitu_lm_Dom",2026-04-22,2026-04-13,"P1D","fcre",0.1,"ensemble","2","CO2_umolL_sample",33.0226105753845
"44","vera4cast","co2_insitu_lm_Dom",2026-04-23,2026-04-13,"P1D","fcre",0.1,"ensemble","2","CO2_umolL_sample",25.0331084975725
"45","vera4cast","co2_insitu_lm_Dom",2026-04-24,2026-04-13,"P1D","fcre",0.1,"ensemble","2","CO2_umolL_sample",19.1579410055438
"46","vera4cast","co2_insitu_lm_Dom",2026-04-25,2026-04-13,"P1D","fcre",0.1,"ensemble","2","CO2_umolL_sample",26.4993410976761
"47","vera4cast","co2_insitu_lm_Dom",2026-04-26,2026-04-13,"P1D","fcre",0.1,"ensemble","2","CO2_umolL_sample",30.8253585384771
"48","vera4cast","co2_insitu_lm_Dom",2026-04-27,2026-04-13,"P1D","fcre",0.1,"ensemble","2","CO2_umolL_sample",40.0095995819199
"49","vera4cast","co2_insitu_lm_Dom",2026-04-28,2026-04-13,"P1D","fcre",0.1,"ensemble","2","CO2_umolL_sample",45.2321462501381
"50","vera4cast","co2_insitu_lm_Dom",2026-04-29,2026-04-13,"P1D","fcre",0.1,"ensemble","2","CO2_umolL_sample",42.8200492373374
"51","vera4cast","co2_insitu_lm_Dom",2026-04-30,2026-04-13,"P1D","fcre",0.1,"ensemble","2","CO2_umolL_sample",43.4427826895532
"52","vera4cast","co2_insitu_lm_Dom",2026-05-01,2026-04-13,"P1D","fcre",0.1,"ensemble","2","CO2_umolL_sample",49.9502267776682
"53","vera4cast","co2_insitu_lm_Dom",2026-05-02,2026-04-13,"P1D","fcre",0.1,"ensemble","2","CO2_umolL_sample",49.4903537845893
"54","vera4cast","co2_insitu_lm_Dom",2026-05-03,2026-04-13,"P1D","fcre",0.1,"ensemble","2","CO2_umolL_sample",42.4261367188249
"55","vera4cast","co2_insitu_lm_Dom",2026-05-04,2026-04-13,"P1D","fcre",0.1,"ensemble","2","CO2_umolL_sample",36.9203861402445
"56","vera4cast","co2_insitu_lm_Dom",2026-05-05,2026-04-13,"P1D","fcre",0.1,"ensemble","2","CO2_umolL_sample",32.0426578231186
"57","vera4cast","co2_insitu_lm_Dom",2026-05-06,2026-04-13,"P1D","fcre",0.1,"ensemble","2","CO2_umolL_sample",36.0415200850899
"58","vera4cast","co2_insitu_lm_Dom",2026-05-07,2026-04-13,"P1D","fcre",0.1,"ensemble","2","CO2_umolL_sample",39.6344670893071
"59","vera4cast","co2_insitu_lm_Dom",2026-05-08,2026-04-13,"P1D","fcre",0.1,"ensemble","2","CO2_umolL_sample",35.9084681922601
"60","vera4cast","co2_insitu_lm_Dom",2026-05-09,2026-04-13,"P1D","fcre",0.1,"ensemble","2","CO2_umolL_sample",27.3259911773409
"61","vera4cast","co2_insitu_lm_Dom",2026-05-10,2026-04-13,"P1D","fcre",0.1,"ensemble","2","CO2_umolL_sample",27.0265834031973
"62","vera4cast","co2_insitu_lm_Dom",2026-05-11,2026-04-13,"P1D","fcre",0.1,"ensemble","2","CO2_umolL_sample",21.2689464298764
"63","vera4cast","co2_insitu_lm_Dom",2026-05-12,2026-04-13,"P1D","fcre",0.1,"ensemble","2","CO2_umolL_sample",25.2220346295185
"64","vera4cast","co2_insitu_lm_Dom",2026-05-13,2026-04-13,"P1D","fcre",0.1,"ensemble","2","CO2_umolL_sample",27.3051278885025
"65","vera4cast","co2_insitu_lm_Dom",2026-05-14,2026-04-13,"P1D","fcre",0.1,"ensemble","2","CO2_umolL_sample",17.6797066727158
"66","vera4cast","co2_insitu_lm_Dom",2026-05-15,2026-04-13,"P1D","fcre",0.1,"ensemble","2","CO2_umolL_sample",17.9253802198253
"67","vera4cast","co2_insitu_lm_Dom",2026-05-16,2026-04-13,"P1D","fcre",0.1,"ensemble","2","CO2_umolL_sample",15.9576121646771
"68","vera4cast","co2_insitu_lm_Dom",2026-05-17,2026-04-13,"P1D","fcre",0.1,"ensemble","2","CO2_umolL_sample",11.9936122026205
"69","vera4cast","co2_insitu_lm_Dom",2026-04-14,2026-04-13,"P1D","fcre",0.1,"ensemble","3","CO2_umolL_sample",0
"70","vera4cast","co2_insitu_lm_Dom",2026-04-15,2026-04-13,"P1D","fcre",0.1,"ensemble","3","CO2_umolL_sample",0
"71","vera4cast","co2_insitu_lm_Dom",2026-04-16,2026-04-13,"P1D","fcre",0.1,"ensemble","3","CO2_umolL_sample",0
"72","vera4cast","co2_insitu_lm_Dom",2026-04-17,2026-04-13,"P1D","fcre",0.1,"ensemble","3","CO2_umolL_sample",0
"73","vera4cast","co2_insitu_lm_Dom",2026-04-18,2026-04-13,"P1D","fcre",0.1,"ensemble","3","CO2_umolL_sample",0
"74","vera4cast","co2_insitu_lm_Dom",2026-04-19,2026-04-13,"P1D","fcre",0.1,"ensemble","3","CO2_umolL_sample",0
"75","vera4cast","co2_insitu_lm_Dom",2026-04-20,2026-04-13,"P1D","fcre",0.1,"ensemble","3","CO2_umolL_sample",0
"76","vera4cast","co2_insitu_lm_Dom",2026-04-21,2026-04-13,"P1D","fcre",0.1,"ensemble","3","CO2_umolL_sample",0
"77","vera4cast","co2_insitu_lm_Dom",2026-04-22,2026-04-13,"P1D","fcre",0.1,"ensemble","3","CO2_umolL_sample",0
"78","vera4cast","co2_insitu_lm_Dom",2026-04-23,2026-04-13,"P1D","fcre",0.1,"ensemble","3","CO2_umolL_sample",0
"79","vera4cast","co2_insitu_lm_Dom",2026-04-24,2026-04-13,"P1D","fcre",0.1,"ensemble","3","CO2_umolL_sample",0
"80","vera4cast","co2_insitu_lm_Dom",2026-04-25,2026-04-13,"P1D","fcre",0.1,"ensemble","3","CO2_umolL_sample",0
"81","vera4cast","co2_insitu_lm_Dom",2026-04-26,2026-04-13,"P1D","fcre",0.1,"ensemble","3","CO2_umolL_sample",0
"82","vera4cast","co2_insitu_lm_Dom",2026-04-27,2026-04-13,"P1D","fcre",0.1,"ensemble","3","CO2_umolL_sample",0
"83","vera4cast","co2_insitu_lm_Dom",2026-04-28,2026-04-13,"P1D","fcre",0.1,"ensemble","3","CO2_umolL_sample",0
"84","vera4cast","co2_insitu_lm_Dom",2026-04-29,2026-04-13,"P1D","fcre",0.1,"ensemble","3","CO2_umolL_sample",0
"85","vera4cast","co2_insitu_lm_Dom",2026-04-30,2026-04-13,"P1D","fcre",0.1,"ensemble","3","CO2_umolL_sample",0
"86","vera4cast","co2_insitu_lm_Dom",2026-05-01,2026-04-13,"P1D","fcre",0.1,"ensemble","3","CO2_umolL_sample",0
"87","vera4cast","co2_insitu_lm_Dom",2026-05-02,2026-04-13,"P1D","fcre",0.1,"ensemble","3","CO2_umolL_sample",0
"88","vera4cast","co2_insitu_lm_Dom",2026-05-03,2026-04-13,"P1D","fcre",0.1,"ensemble","3","CO2_umolL_sample",0
"89","vera4cast","co2_insitu_lm_Dom",2026-05-04,2026-04-13,"P1D","fcre",0.1,"ensemble","3","CO2_umolL_sample",0
"90","vera4cast","co2_insitu_lm_Dom",2026-05-05,2026-04-13,"P1D","fcre",0.1,"ensemble","3","CO2_umolL_sample",0
"91","vera4cast","co2_insitu_lm_Dom",2026-05-06,2026-04-13,"P1D","fcre",0.1,"ensemble","3","CO2_umolL_sample",0
"92","vera4cast","co2_insitu_lm_Dom",2026-05-07,2026-04-13,"P1D","fcre",0.1,"ensemble","3","CO2_umolL_sample",0
"93","vera4cast","co2_insitu_lm_Dom",2026-05-08,2026-04-13,"P1D","fcre",0.1,"ensemble","3","CO2_umolL_sample",0
"94","vera4cast","co2_insitu_lm_Dom",2026-05-09,2026-04-13,"P1D","fcre",0.1,"ensemble","3","CO2_umolL_sample",0
"95","vera4cast","co2_insitu_lm_Dom",2026-05-10,2026-04-13,"P1D","fcre",0.1,"ensemble","3","CO2_umolL_sample",0
"96","vera4cast","co2_insitu_lm_Dom",2026-05-11,2026-04-13,"P1D","fcre",0.1,"ensemble","3","CO2_umolL_sample",0
"97","vera4cast","co2_insitu_lm_Dom",2026-05-12,2026-04-13,"P1D","fcre",0.1,"ensemble","3","CO2_umolL_sample",0
"98","vera4cast","co2_insitu_lm_Dom",2026-05-13,2026-04-13,"P1D","fcre",0.1,"ensemble","3","CO2_umolL_sample",0
"99","vera4cast","co2_insitu_lm_Dom",2026-05-14,2026-04-13,"P1D","fcre",0.1,"ensemble","3","CO2_umolL_sample",0
"100","vera4cast","co2_insitu_lm_Dom",2026-05-15,2026-04-13,"P1D","fcre",0.1,"ensemble","3","CO2_umolL_sample",0
"101","vera4cast","co2_insitu_lm_Dom",2026-05-16,2026-04-13,"P1D","fcre",0.1,"ensemble","3","CO2_umolL_sample",0
"102","vera4cast","co2_insitu_lm_Dom",2026-05-17,2026-04-13,"P1D","fcre",0.1,"ensemble","3","CO2_umolL_sample",0
"103","vera4cast","co2_insitu_lm_Dom",2026-04-14,2026-04-13,"P1D","fcre",0.1,"ensemble","4","CO2_umolL_sample",19.2569223875503
"104","vera4cast","co2_insitu_lm_Dom",2026-04-15,2026-04-13,"P1D","fcre",0.1,"ensemble","4","CO2_umolL_sample",6.64508542404384
"105","vera4cast","co2_insitu_lm_Dom",2026-04-16,2026-04-13,"P1D","fcre",0.1,"ensemble","4","CO2_umolL_sample",5.93435270626989
"106","vera4cast","co2_insitu_lm_Dom",2026-04-17,2026-04-13,"P1D","fcre",0.1,"ensemble","4","CO2_umolL_sample",6.14830209399471
"107","vera4cast","co2_insitu_lm_Dom",2026-04-18,2026-04-13,"P1D","fcre",0.1,"ensemble","4","CO2_umolL_sample",8.54280896687519
"108","vera4cast","co2_insitu_lm_Dom",2026-04-19,2026-04-13,"P1D","fcre",0.1,"ensemble","4","CO2_umolL_sample",18.4995840677336
"109","vera4cast","co2_insitu_lm_Dom",2026-04-20,2026-04-13,"P1D","fcre",0.1,"ensemble","4","CO2_umolL_sample",27.1006777365645
"110","vera4cast","co2_insitu_lm_Dom",2026-04-21,2026-04-13,"P1D","fcre",0.1,"ensemble","4","CO2_umolL_sample",34.0457680380558
"111","vera4cast","co2_insitu_lm_Dom",2026-04-22,2026-04-13,"P1D","fcre",0.1,"ensemble","4","CO2_umolL_sample",35.9051896669162
"112","vera4cast","co2_insitu_lm_Dom",2026-04-23,2026-04-13,"P1D","fcre",0.1,"ensemble","4","CO2_umolL_sample",31.3767067143945
"113","vera4cast","co2_insitu_lm_Dom",2026-04-24,2026-04-13,"P1D","fcre",0.1,"ensemble","4","CO2_umolL_sample",21.3786175361036
"114","vera4cast","co2_insitu_lm_Dom",2026-04-25,2026-04-13,"P1D","fcre",0.1,"ensemble","4","CO2_umolL_sample",17.6896482786821
"115","vera4cast","co2_insitu_lm_Dom",2026-04-26,2026-04-13,"P1D","fcre",0.1,"ensemble","4","CO2_umolL_sample",24.9336142070025
"116","vera4cast","co2_insitu_lm_Dom",2026-04-27,2026-04-13,"P1D","fcre",0.1,"ensemble","4","CO2_umolL_sample",17.2598914503292
"117","vera4cast","co2_insitu_lm_Dom",2026-04-28,2026-04-13,"P1D","fcre",0.1,"ensemble","4","CO2_umolL_sample",12.7279965175658
"118","vera4cast","co2_insitu_lm_Dom",2026-04-29,2026-04-13,"P1D","fcre",0.1,"ensemble","4","CO2_umolL_sample",23.8126744656071
"119","vera4cast","co2_insitu_lm_Dom",2026-04-30,2026-04-13,"P1D","fcre",0.1,"ensemble","4","CO2_umolL_sample",33.6967845634377
"120","vera4cast","co2_insitu_lm_Dom",2026-05-01,2026-04-13,"P1D","fcre",0.1,"ensemble","4","CO2_umolL_sample",36.2641295034591
"121","vera4cast","co2_insitu_lm_Dom",2026-05-02,2026-04-13,"P1D","fcre",0.1,"ensemble","4","CO2_umolL_sample",28.6938228670508
"122","vera4cast","co2_insitu_lm_Dom",2026-05-03,2026-04-13,"P1D","fcre",0.1,"ensemble","4","CO2_umolL_sample",35.3981766988282
"123","vera4cast","co2_insitu_lm_Dom",2026-05-04,2026-04-13,"P1D","fcre",0.1,"ensemble","4","CO2_umolL_sample",40.0227031937373
"124","vera4cast","co2_insitu_lm_Dom",2026-05-05,2026-04-13,"P1D","fcre",0.1,"ensemble","4","CO2_umolL_sample",41.9838589534032
"125","vera4cast","co2_insitu_lm_Dom",2026-05-06,2026-04-13,"P1D","fcre",0.1,"ensemble","4","CO2_umolL_sample",36.9436966753402
"126","vera4cast","co2_insitu_lm_Dom",2026-05-07,2026-04-13,"P1D","fcre",0.1,"ensemble","4","CO2_umolL_sample",37.7447665193431
"127","vera4cast","co2_insitu_lm_Dom",2026-05-08,2026-04-13,"P1D","fcre",0.1,"ensemble","4","CO2_umolL_sample",27.4933012628492
"128","vera4cast","co2_insitu_lm_Dom",2026-05-09,2026-04-13,"P1D","fcre",0.1,"ensemble","4","CO2_umolL_sample",17.4684107829841
"129","vera4cast","co2_insitu_lm_Dom",2026-05-10,2026-04-13,"P1D","fcre",0.1,"ensemble","4","CO2_umolL_sample",17.710724921153
"130","vera4cast","co2_insitu_lm_Dom",2026-05-11,2026-04-13,"P1D","fcre",0.1,"ensemble","4","CO2_umolL_sample",22.8028983663243
"131","vera4cast","co2_insitu_lm_Dom",2026-05-12,2026-04-13,"P1D","fcre",0.1,"ensemble","4","CO2_umolL_sample",20.0801825863515
"132","vera4cast","co2_insitu_lm_Dom",2026-05-13,2026-04-13,"P1D","fcre",0.1,"ensemble","4","CO2_umolL_sample",19.1480809822949
"133","vera4cast","co2_insitu_lm_Dom",2026-05-14,2026-04-13,"P1D","fcre",0.1,"ensemble","4","CO2_umolL_sample",7.72963731947979
"134","vera4cast","co2_insitu_lm_Dom",2026-05-15,2026-04-13,"P1D","fcre",0.1,"ensemble","4","CO2_umolL_sample",5.42191144201069
"135","vera4cast","co2_insitu_lm_Dom",2026-05-16,2026-04-13,"P1D","fcre",0.1,"ensemble","4","CO2_umolL_sample",20.5173043373502
"136","vera4cast","co2_insitu_lm_Dom",2026-05-17,2026-04-13,"P1D","fcre",0.1,"ensemble","4","CO2_umolL_sample",22.6712500832147
"137","vera4cast","co2_insitu_lm_Dom",2026-04-14,2026-04-13,"P1D","fcre",0.1,"ensemble","5","CO2_umolL_sample",26.3500600649442
"138","vera4cast","co2_insitu_lm_Dom",2026-04-15,2026-04-13,"P1D","fcre",0.1,"ensemble","5","CO2_umolL_sample",14.5360149823727
"139","vera4cast","co2_insitu_lm_Dom",2026-04-16,2026-04-13,"P1D","fcre",0.1,"ensemble","5","CO2_umolL_sample",10.8875418885045
"140","vera4cast","co2_insitu_lm_Dom",2026-04-17,2026-04-13,"P1D","fcre",0.1,"ensemble","5","CO2_umolL_sample",10.8371989963884
"141","vera4cast","co2_insitu_lm_Dom",2026-04-18,2026-04-13,"P1D","fcre",0.1,"ensemble","5","CO2_umolL_sample",8.13517404777161
"142","vera4cast","co2_insitu_lm_Dom",2026-04-19,2026-04-13,"P1D","fcre",0.1,"ensemble","5","CO2_umolL_sample",21.4293864628183
"143","vera4cast","co2_insitu_lm_Dom",2026-04-20,2026-04-13,"P1D","fcre",0.1,"ensemble","5","CO2_umolL_sample",35.8400737935728
"144","vera4cast","co2_insitu_lm_Dom",2026-04-21,2026-04-13,"P1D","fcre",0.1,"ensemble","5","CO2_umolL_sample",41.4736644166595
"145","vera4cast","co2_insitu_lm_Dom",2026-04-22,2026-04-13,"P1D","fcre",0.1,"ensemble","5","CO2_umolL_sample",43.474661048719
"146","vera4cast","co2_insitu_lm_Dom",2026-04-23,2026-04-13,"P1D","fcre",0.1,"ensemble","5","CO2_umolL_sample",33.6122221419139
"147","vera4cast","co2_insitu_lm_Dom",2026-04-24,2026-04-13,"P1D","fcre",0.1,"ensemble","5","CO2_umolL_sample",24.0745410617713
"148","vera4cast","co2_insitu_lm_Dom",2026-04-25,2026-04-13,"P1D","fcre",0.1,"ensemble","5","CO2_umolL_sample",13.8275764516566
"149","vera4cast","co2_insitu_lm_Dom",2026-04-26,2026-04-13,"P1D","fcre",0.1,"ensemble","5","CO2_umolL_sample",11.7390251099052
"150","vera4cast","co2_insitu_lm_Dom",2026-04-27,2026-04-13,"P1D","fcre",0.1,"ensemble","5","CO2_umolL_sample",20.4701557117762
"151","vera4cast","co2_insitu_lm_Dom",2026-04-28,2026-04-13,"P1D","fcre",0.1,"ensemble","5","CO2_umolL_sample",22.2642368540836
"152","vera4cast","co2_insitu_lm_Dom",2026-04-29,2026-04-13,"P1D","fcre",0.1,"ensemble","5","CO2_umolL_sample",25.9584251129925
"153","vera4cast","co2_insitu_lm_Dom",2026-04-30,2026-04-13,"P1D","fcre",0.1,"ensemble","5","CO2_umolL_sample",35.7363863197065
"154","vera4cast","co2_insitu_lm_Dom",2026-05-01,2026-04-13,"P1D","fcre",0.1,"ensemble","5","CO2_umolL_sample",40.043329296146
"155","vera4cast","co2_insitu_lm_Dom",2026-05-02,2026-04-13,"P1D","fcre",0.1,"ensemble","5","CO2_umolL_sample",36.3086373653449
"156","vera4cast","co2_insitu_lm_Dom",2026-05-03,2026-04-13,"P1D","fcre",0.1,"ensemble","5","CO2_umolL_sample",26.2076214975815
"157","vera4cast","co2_insitu_lm_Dom",2026-05-04,2026-04-13,"P1D","fcre",0.1,"ensemble","5","CO2_umolL_sample",17.2628970334834
"158","vera4cast","co2_insitu_lm_Dom",2026-05-05,2026-04-13,"P1D","fcre",0.1,"ensemble","5","CO2_umolL_sample",12.6345340868448
"159","vera4cast","co2_insitu_lm_Dom",2026-05-06,2026-04-13,"P1D","fcre",0.1,"ensemble","5","CO2_umolL_sample",7.34137418645473
"160","vera4cast","co2_insitu_lm_Dom",2026-05-07,2026-04-13,"P1D","fcre",0.1,"ensemble","5","CO2_umolL_sample",19.2255179055428
"161","vera4cast","co2_insitu_lm_Dom",2026-05-08,2026-04-13,"P1D","fcre",0.1,"ensemble","5","CO2_umolL_sample",29.8530888774848
"162","vera4cast","co2_insitu_lm_Dom",2026-05-09,2026-04-13,"P1D","fcre",0.1,"ensemble","5","CO2_umolL_sample",31.672787143985
"163","vera4cast","co2_insitu_lm_Dom",2026-05-10,2026-04-13,"P1D","fcre",0.1,"ensemble","5","CO2_umolL_sample",21.2120184426186
"164","vera4cast","co2_insitu_lm_Dom",2026-05-11,2026-04-13,"P1D","fcre",0.1,"ensemble","5","CO2_umolL_sample",10.9331455447107
"165","vera4cast","co2_insitu_lm_Dom",2026-05-12,2026-04-13,"P1D","fcre",0.1,"ensemble","5","CO2_umolL_sample",10.1424586233396
"166","vera4cast","co2_insitu_lm_Dom",2026-05-13,2026-04-13,"P1D","fcre",0.1,"ensemble","5","CO2_umolL_sample",8.85104918885793
"167","vera4cast","co2_insitu_lm_Dom",2026-05-14,2026-04-13,"P1D","fcre",0.1,"ensemble","5","CO2_umolL_sample",11.0145078958587
"168","vera4cast","co2_insitu_lm_Dom",2026-05-15,2026-04-13,"P1D","fcre",0.1,"ensemble","5","CO2_umolL_sample",9.42202642334179
"169","vera4cast","co2_insitu_lm_Dom",2026-05-16,2026-04-13,"P1D","fcre",0.1,"ensemble","5","CO2_umolL_sample",0
"170","vera4cast","co2_insitu_lm_Dom",2026-05-17,2026-04-13,"P1D","fcre",0.1,"ensemble","5","CO2_umolL_sample",0
"171","vera4cast","co2_insitu_lm_Dom",2026-04-14,2026-04-13,"P1D","fcre",0.1,"ensemble","6","CO2_umolL_sample",17.3366941759291
"172","vera4cast","co2_insitu_lm_Dom",2026-04-15,2026-04-13,"P1D","fcre",0.1,"ensemble","6","CO2_umolL_sample",7.07903181701744
"173","vera4cast","co2_insitu_lm_Dom",2026-04-16,2026-04-13,"P1D","fcre",0.1,"ensemble","6","CO2_umolL_sample",5.24886679620029
"174","vera4cast","co2_insitu_lm_Dom",2026-04-17,2026-04-13,"P1D","fcre",0.1,"ensemble","6","CO2_umolL_sample",2.03133933616514
"175","vera4cast","co2_insitu_lm_Dom",2026-04-18,2026-04-13,"P1D","fcre",0.1,"ensemble","6","CO2_umolL_sample",9.22591395101935
"176","vera4cast","co2_insitu_lm_Dom",2026-04-19,2026-04-13,"P1D","fcre",0.1,"ensemble","6","CO2_umolL_sample",23.2631617547108
"177","vera4cast","co2_insitu_lm_Dom",2026-04-20,2026-04-13,"P1D","fcre",0.1,"ensemble","6","CO2_umolL_sample",20.8729223795578
"178","vera4cast","co2_insitu_lm_Dom",2026-04-21,2026-04-13,"P1D","fcre",0.1,"ensemble","6","CO2_umolL_sample",14.1261891062526
"179","vera4cast","co2_insitu_lm_Dom",2026-04-22,2026-04-13,"P1D","fcre",0.1,"ensemble","6","CO2_umolL_sample",12.4755255106374
"180","vera4cast","co2_insitu_lm_Dom",2026-04-23,2026-04-13,"P1D","fcre",0.1,"ensemble","6","CO2_umolL_sample",16.9531257038091
"181","vera4cast","co2_insitu_lm_Dom",2026-04-24,2026-04-13,"P1D","fcre",0.1,"ensemble","6","CO2_umolL_sample",32.2609566149035
"182","vera4cast","co2_insitu_lm_Dom",2026-04-25,2026-04-13,"P1D","fcre",0.1,"ensemble","6","CO2_umolL_sample",40.9841388711966
"183","vera4cast","co2_insitu_lm_Dom",2026-04-26,2026-04-13,"P1D","fcre",0.1,"ensemble","6","CO2_umolL_sample",45.1402375113867
